itemID,forbidRule
6416,위탁수하물 O
6681,기내휴대 X
6697,기내휴대 O
6720,기내휴대 O
6716,기내휴대 O
6763,기내휴대 O
6756,위탁수하물 O
6797,기내휴대 O
6828,기내휴대 O
6775,기내휴대 X
6550,위탁수하물 O
6636,위탁수하물 O
6814,위탁수하물 O
6858,위탁수하물 O
6851,기내휴대 O
6878,위탁수하물 O
6880,기내휴대 O
6850,특별조항
6830,위탁수하물 O
6803,위탁수하물 O
6840,기내휴대 O
6863,위탁수하물 O
6713,기내휴대 O
6863,기내휴대 O
6889,위탁수하물 O
1107,기내휴대 X
1295,기내휴대 O
1347,위탁수하물 O
1372,항공사 승인
1392,기내휴대 X
1220,특별조항
1243,위탁수하물 O
1762,특별조항
1940,위탁수하물 O
1622,위탁수하물 O
5409,특별조항
5410,위탁수하물 O
5412,위탁수하물 O
6413,위탁수하물 O
6623,기내휴대 O
6641,위탁수하물 O
6625,위탁수하물 O
6688,위탁수하물 O
6674,특별조항
6706,기내휴대 O
6703,기내휴대 O
6741,위탁수하물 O
6769,기내휴대 O
6774,위탁수하물 O
6780,위탁수하물 O
6808,기내휴대 O
6766,기내휴대 X
6749,위탁수하물 X
6788,위탁수하물 O
6812,위탁수하물 O
6854,특별조항
6866,위탁수하물 O
6731,기내휴대 O
6895,특별조항
6889,기내휴대 O
6885,기내휴대 O
6897,기내휴대 O
6900,위탁수하물 O
6803,기내휴대 O
6819,기내휴대 X
6810,기내휴대 X
6850,위탁수하물 O
6785,기내휴대 O
6877,위탁수하물 X
1308,위탁수하물 X
1326,기내휴대 X
1339,위탁수하물 O
1214,기내휴대 X
1762,기내휴대 O
1876,특별조항
1988,위탁수하물 O
5448,기내휴대 X
5465,기내휴대 O
5415,위탁수하물 O
5418,기내휴대 O
5421,위탁수하물 O
5478,위탁수하물 O
5453,기내휴대 O
5452,위탁수하물 O
5660,위탁수하물 O
5471,기내휴대 O
5483,위탁수하물 X
5686,기내휴대 O
5707,특별조항
5728,위탁수하물 O
5426,기내휴대 X
5424,기내휴대 O
5449,위탁수하물 O
5580,기내휴대 X
5526,위탁수하물 O
5736,기내휴대 O
5548,기내휴대 O
5541,기내휴대 X
5552,기내휴대 O
5556,위탁수하물 O
5763,위탁수하물 X
5551,위탁수하물 O
5768,기내휴대 X
5755,위탁수하물 O
5794,위탁수하물 O
5801,기내휴대 O
5804,위탁수하물 O
5774,특별조항
5818,기내휴대 X
5813,위탁수하물 O
5826,기내휴대 X
5810,기내휴대 O
5846,특별조항
5858,기내휴대 O
5852,위탁수하물 X
5863,위탁수하물 O
5873,위탁수하물 O
5881,위탁수하물 O
5889,위탁수하물 O
5900,기내휴대 X
5614,위탁수하물 O
5829,위탁수하물 X
5625,기내휴대 O
5640,위탁수하물 O
5494,기내휴대 X
5506,위탁수하물 X
5498,기내휴대 X
5512,위탁수하물 O
5561,기내휴대 O
5716,기내휴대 O
5704,기내휴대 O
5706,위탁수하물 O
6554,기내휴대 O
6682,특별조항
6695,기내휴대 X
6674,기내휴대 O
6679,기내휴대 O
6714,위탁수하물 O
6737,위탁수하물 O
6764,기내휴대 O
6768,위탁수하물 O
6749,기내휴대 X
6772,기내휴대 O
6766,위탁수하물 O
6790,위탁수하물 X
6811,기내휴대 O
6851,위탁수하물 O
6686,기내휴대 O
6863,특별조항
6719,기내휴대 X
6874,위탁수하물 X
6882,기내휴대 O
6856,특별조항
6808,특별조항
6873,위탁수하물 O
6809,기내휴대 X
6840,위탁수하물 O
6842,기내휴대 O
6721,위탁수하물 O
6859,위탁수하물 O
6884,기내휴대 O
1325,기내휴대 X
1347,기내휴대 O
1376,위탁수하물 O
1178,위탁수하물 X
1272,특별조항
1232,위탁수하물 O
1242,특별조항
1517,기내휴대 X
1576,기내휴대 X
1693,기내휴대 X
1720,기내휴대 O
1626,위탁수하물 O
5430,위탁수하물 O
5457,기내휴대 O
5461,기내휴대 O
5427,기내휴대 O
5485,기내휴대 X
5417,기내휴대 O
5520,위탁수하물 X
5522,위탁수하물 O
5491,기내휴대 O
5534,특별조항
5596,위탁수하물 X
5605,위탁수하물 O
5656,위탁수하물 O
5646,위탁수하물 O
5530,기내휴대 O
5655,위탁수하물 O
5660,기내휴대 O
5667,기내휴대 O
5475,기내휴대 O
5479,기내휴대 O
5677,기내휴대 O
5712,기내휴대 O
5726,위탁수하물 O
5492,기내휴대 O
5429,위탁수하물 O
5440,기내휴대 X
5579,기내휴대 X
5589,위탁수하물 O
5526,기내휴대 O
5741,위탁수하물 O
5743,기내휴대 O
5539,특별조항
5734,기내휴대 O
5754,기내휴대 O
5542,기내휴대 O
5770,기내휴대 O
5789,위탁수하물 O
5798,기내휴대 X
5807,위탁수하물 O
5765,기내휴대 X
5820,기내휴대 O
5837,특별조항
5844,기내휴대 X
5849,기내휴대 O
5855,기내휴대 X
5809,위탁수하물 X
5870,위탁수하물 X
5878,기내휴대 O
5889,기내휴대 O
5894,위탁수하물 X
5902,위탁수하물 O
5613,기내휴대 O
5616,특별조항
5642,위탁수하물 O
5641,기내휴대 O
5669,위탁수하물 O
5679,특별조항
5511,위탁수하물 O
5715,기내휴대 O
5705,특별조항
5567,위탁수하물 O
5673,특별조항
6711,기내휴대 O
6675,위탁수하물 O
6705,위탁수하물 O
6701,위탁수하물 O
6742,특별조항
6736,위탁수하물 O
6728,위탁수하물 X
6770,기내휴대 O
6738,위탁수하물 O
6750,위탁수하물 O
6782,위탁수하물 O
6781,특별조항
6816,위탁수하물 O
6879,위탁수하물 O
6853,기내휴대 O
6788,기내휴대 O
6865,위탁수하물 O
6782,기내휴대 O
6833,위탁수하물 O
6839,위탁수하물 X
6818,기내휴대 O
6821,위탁수하물 O
6845,위탁수하물 O
6699,위탁수하물 O
6893,위탁수하물 O
6884,위탁수하물 O
2160,특별조항
2524,특별조항
5463,기내휴대 O
5464,위탁수하물 O
5422,특별조항
5414,위탁수하물 O
5490,특별조항
5456,기내휴대 O
5448,위탁수하물 X
5529,위탁수하물 X
5452,기내휴대 X
5602,위탁수하물 O
5603,기내휴대 X
5656,기내휴대 O
5483,기내휴대 X
5661,위탁수하물 O
5470,위탁수하물 O
5455,위탁수하물 O
5682,기내휴대 O
5710,위탁수하물 O
5689,위탁수하물 O
5711,위탁수하물 O
5680,위탁수하물 O
5429,기내휴대 O
5441,위탁수하물 O
5579,위탁수하물 O
5589,기내휴대 O
5538,기내휴대 X
5536,기내휴대 O
5558,기내휴대 X
5550,특별조항
5756,기내휴대 O
5543,기내휴대 O
5541,위탁수하물 X
5778,위탁수하물 O
5791,위탁수하물 X
5788,위탁수하물 X
5792,기내휴대 O
5787,기내휴대 X
5796,기내휴대 O
5817,기내휴대 O
5841,기내휴대 O
5835,기내휴대 O
5855,위탁수하물 X
5861,위탁수하물 O
5863,기내휴대 O
5869,위탁수하물 O
5881,기내휴대 O
5898,기내휴대 X
5901,기내휴대 O
5607,기내휴대 O
5610,위탁수하물 O
5636,기내휴대 O
5629,위탁수하물 O
5669,기내휴대 O
5497,위탁수하물 X
5510,기내휴대 O
5517,위탁수하물 O
5696,위탁수하물 O
5572,위탁수하물 O
5683,위탁수하물 O
5517,기내휴대 O
5700,기내휴대 O
5495,기내휴대 O
5721,위탁수하물 O
5570,위탁수하물 O
6712,기내휴대 O
6768,기내휴대 O
6746,특별조항
6778,특별조항
6787,기내휴대 X
6774,기내휴대 O
6698,기내휴대 X
6644,기내휴대 O
6815,기내휴대 O
6825,위탁수하물 O
6860,위탁수하물 O
6896,위탁수하물 O
6862,위탁수하물 O
6803,특별조항
6894,위탁수하물 O
6826,위탁수하물 O
6832,위탁수하물 O
6839,기내휴대 O
6837,기내휴대 O
6883,위탁수하물 O
6890,기내휴대 O
6700,기내휴대 O
2179,기내휴대 X
5491,위탁수하물 O
5459,기내휴대 O
5436,위탁수하물 O
5435,위탁수하물 O
5524,기내휴대 O
5437,기내휴대 O
5530,특별조항
5592,기내휴대 X
5602,기내휴대 O
5599,위탁수하물 O
5601,기내휴대 X
5644,기내휴대 X
5527,기내휴대 O
5467,기내휴대 O
5659,위탁수하물 X
5665,기내휴대 O
5490,기내휴대 O
5481,기내휴대 X
5682,위탁수하물 O
5688,위탁수하물 O
5689,기내휴대 O
5728,특별조항
5723,기내휴대 O
5424,특별조항
5444,위탁수하물 O
5582,특별조항
5593,특별조항
5535,위탁수하물 O
5545,위탁수하물 X
5543,위탁수하물 O
5553,기내휴대 O
5739,특별조항
5764,위탁수하물 O
5547,기내휴대 X
5767,기내휴대 O
5768,위탁수하물 O
5791,기내휴대 X
5788,기내휴대 X
5786,기내휴대 O
5812,기내휴대 X
5816,기내휴대 X
5833,특별조항
5837,위탁수하물 O
5845,기내휴대 X
5853,특별조항
5809,특별조항
5872,위탁수하물 X
5879,기내휴대 O
5884,기내휴대 O
5894,기내휴대 X
5903,기내휴대 O
5610,기내휴대 O
5612,기내휴대 O
5621,기내휴대 O
5675,기내휴대 X
5500,위탁수하물 O
5705,기내휴대 O
5693,특별조항
5514,기내휴대 X
5565,기내휴대 O
5518,기내휴대 O
5502,위탁수하물 O
5563,기내휴대 O
5571,위탁수하물 O
5560,기내휴대 O
5568,기내휴대 O
6740,위탁수하물 X
6758,기내휴대 X
6780,기내휴대 O
6773,기내휴대 O
6762,위탁수하물 O
6495,기내휴대 O
6798,위탁수하물 O
6812,기내휴대 X
6852,기내휴대 O
6855,위탁수하물 O
6870,특별조항
6876,위탁수하물 O
6885,위탁수하물 O
6827,기내휴대 O
6818,특별조항
6811,위탁수하물 O
6844,기내휴대 O
6714,기내휴대 O
6852,위탁수하물 O
6881,기내휴대 O
1106,위탁수하물 O
1168,기내휴대 O
1108,기내휴대 X
1302,위탁수하물 O
1376,기내휴대 O
1442,위탁수하물 O
1711,기내휴대 X
1937,기내휴대 X
1971,위탁수하물 O
1606,위탁수하물 X
6750,기내휴대 O
6770,위탁수하물 O
6743,기내휴대 O
6756,기내휴대 X
6743,위탁수하물 O
6796,위탁수하물 O
6786,기내휴대 O
6872,위탁수하물 X
6725,위탁수하물 O
6893,기내휴대 X
6868,기내휴대 X
6777,위탁수하물 O
6829,기내휴대 O
6859,기내휴대 O
6792,기내휴대 O
6843,특별조항
6709,위탁수하물 O
6729,기내휴대 O
6873,기내휴대 O
